行政区域,房屋名称,时间,价格(万),平均价格,房屋户型,总层数,建筑面积,户型结构,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,梯户比例,配备电梯,所在楼层
海门区,海景嘉园 3室2厅 128平米,20200824,91,7094,3室2厅,10,128,暂无数据,暂无数据,南北,2008,简装,钢混结构,一梯两户,无,高楼层
海门区,东海新村 3室2厅 124平米,20200824,198,15968,3室2厅,11,124,平层,板楼,南,2018,毛坯,钢混结构,一梯六户,暂无数据,中楼层
海门区,海门中南世纪城 2室1厅 87平米,20200816,148,17012,2室1厅,30,87,平层,塔楼,南,2007,精装,混合结构,一梯四户,有,低楼层
海门区,青海新村 3室1厅 78平米,20200823,137,17459,3室1厅,6,78,平层,板楼,南,2001,精装,混合结构,一梯两户,无,中楼层
海门区,都市五星 2室2厅 86.76平米,20200816,134,15422,2室2厅,11,86.76,平层,暂无数据,南,2000,毛坯,未知结构,一梯两户,有,中楼层
海门区,金色维也纳 2室2厅 111平米,20200823,158,14235,2室2厅,18,111,平层,板塔结合,南,未知,精装,钢混结构,一梯一户,有,低楼层
海门区,水清木华园南区 1室1厅 53平米,20200816,66,12453,1室1厅,17,53,平层,板楼,南,未知,其他,钢混结构,一梯四户,有,低楼层
海门区,汇智嘉园 3室1厅 107平米,20200823,148,13786,3室1厅,18,107,暂无数据,板塔结合,南,2013,其他,钢混结构,一梯两户,暂无数据,低楼层
海门区,尚贤新村 3室2厅 125平米,20200815,195,15600,3室2厅,18,125,平层,平房,南,2019,毛坯,钢混结构,两梯四户,有,中楼层
海门区,海门中南世纪城 2室1厅 78平米,20200823,143,18334,2室1厅,32,78,平层,板塔结合,南,2008,精装,钢混结构,两梯四户,有,中楼层
海门区,荣盛花园 3室2厅 102平米,20200823,144,14079,3室2厅,7,102,平层,板楼,南北,2003,精装,混合结构,一梯两户,无,中楼层
海门区,东洲路小区 3室1厅 92平米,20200815,137,14892,3室1厅,6,92,平层,板楼,南,2003,精装,钢混结构,一梯两户,无,中楼层
海门区,龙信御园 2室2厅 92平米,20200823,213,23153,2室2厅,32,92,平层,板楼,南,2017,精装,钢混结构,两梯三户,有,中楼层
海门区,尚贤新村 2室2厅 99.06平米,20200815,162,16334,2室2厅,18,99.06,平层,板塔结合,南,2016,毛坯,钢混结构,两梯四户,有,低楼层
海门区,大同新村 3室1厅 111.52平米,20200823,140,12554,3室1厅,6,111.52,平层,板楼,南,1999,精装,混合结构,一梯两户,无,高楼层
海门区,中南世纪城西区 2室1厅 85平米,20200814,136,16000,2室1厅,7,85,平层,板塔结合,南,2007,简装,钢混结构,一梯两户,有,低楼层
海门区,浦民小区 4室2厅 140平米,20200823,197,14050,4室2厅,11,140,平层,板塔结合,南,未知,毛坯,钢混结构,两梯两户,有,低楼层
海门区,海门中南世纪城 2室2厅 89平米,20200814,150,16798,2室2厅,28,89,平层,暂无数据,南,2013,精装,钢混结构,一梯四户,有,中楼层
海门区,东方威尼斯 3室2厅 88.84平米,20200823,151,16941,3室2厅,9,88.84,平层,板楼,南,2016,毛坯,钢混结构,一梯两户,有,低楼层
海门区,汇智嘉园 2室2厅 95平米,20200814,133,13979,2室2厅,11,95,平层,板楼,南,2013,毛坯,钢混结构,一梯两户,暂无数据,高楼层
海门区,尚贤新村 3室2厅 124.96平米,20200813,195,15605,3室2厅,30,124.96,暂无数据,板塔结合,南,2017,其他,钢混结构,两梯四户,有,低楼层
海门区,龙信广场 2室2厅 94平米,20200822,226,24043,2室2厅,33,94,平层,塔楼,南,2014,精装,钢混结构,两梯四户,有,中楼层
海门区,万科翡翠甲第 4室2厅 160平米,20200813,323,20175,4室2厅,15,160,平层,板塔结合,南,2019,精装,框架结构,一梯两户,暂无数据,低楼层
海门区,中南世纪锦城1期 2室1厅 91.17平米,20200822,190,20841,2室1厅,22,91.17,平层,板塔结合,南,2011,精装,钢混结构,一梯三户,暂无数据,中楼层
海门区,东海新村 2室2厅 91.89平米,20200813,150,16324,2室2厅,25,91.89,暂无数据,板楼,南,1992,毛坯,钢混结构,三梯四户,有,低楼层
海门区,尚贤新村 2室2厅 92平米,20200822,158,17087,2室2厅,22,92,平层,板塔结合,南,2016,毛坯,钢混结构,两梯四户,有,低楼层
海门区,中南世纪城东区 2室2厅 78平米,20200821,116,14872,2室2厅,9,78,平层,板塔结合,南,未知,其他,钢混结构,一梯两户,有,低楼层
海门区,仁恒公园四季 2室2厅 92平米,20200813,200,21718,2室2厅,26,92,暂无数据,板塔结合,南,2015,其他,钢混结构,两梯四户,有,高楼层
海门区,嘉陵江花苑 3室2厅 149平米,20200821,191,12806,3室2厅,6,149,平层,暂无数据,南,2009,精装,混合结构,一梯两户,无,高楼层
海门区,复兴新村 3室1厅 83平米,20200812,128,15422,3室1厅,5,83,平层,板塔结合,南,1994,其他,混合结构,一梯两户,暂无数据,中楼层
海门区,海影新村 3室1厅 95平米,20200821,130,13632,3室1厅,6,95,平层,板楼,南,2000,简装,混合结构,一梯四户,暂无数据,高楼层
海门区,长江紫园 2室2厅 102.4平米,20200812,121,11768,2室2厅,6,102.4,平层,塔楼,南,2015,毛坯,钢混结构,一梯两户,暂无数据,中楼层
海门区,中南世纪城东区 2室2厅 86平米,20200812,144,16663,2室2厅,28,86,平层,板塔结合,南,2008,精装,钢混结构,两梯三户,有,中楼层
海门区,复三新村 4室2厅 137平米,20200821,166,12117,4室2厅,7,137,平层,板楼,南,1999,精装,混合结构,一梯两户,无,高楼层
海门区,复华文苑 2室1厅 69平米,20200812,71,10290,2室1厅,14,69,暂无数据,板楼,南,2013,其他,钢混结构,两梯四户,有,高楼层
海门区,金色阳光花苑 3室2厅 128平米,20200821,103,8047,3室2厅,7,128,平层,板楼,南,2008,毛坯,混合结构,一梯两户,无,中楼层
海门区,汇智嘉园 2室1厅 89平米,20200820,130,14607,2室1厅,9,89,平层,板塔结合,南,2015,毛坯,钢混结构,一梯两户,暂无数据,高楼层
海门区,龙馨家园 3室2厅 136平米,20200811,303,22280,3室2厅,18,136,平层,板塔结合,南,2011,其他,钢混结构,两梯两户,有,中楼层
海门区,中南世纪城西区 3室2厅 126平米,20200820,191,15143,3室2厅,16,126,平层,板塔结合,南,2007,其他,钢混结构,一梯四户,有,高楼层
海门区,玖星玺园 2室1厅 89.98平米,20200811,88,9780,2室1厅,30,89.98,暂无数据,暂无数据,南,2017,其他,钢混结构,一梯四户,有,高楼层
海门区,雅居乐万科中央公园 4室2厅 148平米,20200811,302,20406,4室2厅,6,148,暂无数据,暂无数据,南,未知,其他,未知结构,一梯两户,暂无数据,中楼层
海门区,中华园 2室2厅 107平米,20200820,67,6215,2室2厅,7,107,平层,板塔结合,南,2008,毛坯,混合结构,一梯六户,无,高楼层
海门区,国际车城 2室1厅 37.2平米,20200819,32,8603,2室1厅,7,37.2,平层,板塔结合,西,2001,精装,钢混结构,两梯十二户,有,高楼层
海门区,中南世纪城西区 2室2厅 90平米,20200810,159,17612,2室2厅,9,90,平层,板塔结合,南,2007,精装,钢混结构,一梯两户,有,高楼层
海门区,东海新村 3室2厅 119.92平米,20200810,180,14944,3室2厅,25,119.92,平层,板楼,南,2015,毛坯,钢混结构,一梯四户,暂无数据,中楼层
海门区,丰泽园 2室2厅 113平米,20200819,96,8496,2室2厅,17,113,平层,板塔结合,南,2010,毛坯,钢混结构,两梯三户,有,中楼层
海门区,尚贤新村 2室2厅 92平米,20200819,162,17609,2室2厅,25,92,平层,板塔结合,南,2016,毛坯,钢混结构,两梯四户,有,中楼层
海门区,东方威尼斯 2室2厅 87平米,20200810,166,19081,2室2厅,32,87,平层,板楼,南,2012,简装,钢混结构,一梯四户,有,高楼层
海门区,海上名门 4室2厅 115平米,20200819,150,13044,4室2厅,7,115,复式,塔楼,南,2003,其他,钢混结构,一梯六户,暂无数据,高楼层
海门区,盛华豪庭 3室2厅 96平米,20200810,161,16771,3室2厅,21,96,平层,板塔结合,南,2005,精装,钢混结构,两梯四户,有,低楼层
海门区,通源新村 3室1厅 78平米,20200810,144,18436,3室1厅,6,78,暂无数据,板塔结合,南,1998,精装,混合结构,一梯两户,暂无数据,中楼层
海门区,龙信御园 3室2厅 131平米,20200818,327,24962,3室2厅,7,131,平层,塔楼,南北,2018,精装,钢混结构,四梯两户,有,高楼层
海门区,月亮湾 3室1厅 92平米,20200818,137,14892,3室1厅,7,92,暂无数据,板塔结合,南,2012,其他,混合结构,一梯两户,暂无数据,低楼层
海门区,月亮湾 3室2厅 135平米,20200809,226,16726,3室2厅,16,135,平层,板塔结合,南,2010,精装,钢混结构,两梯六户,有,中楼层
海门区,海门中南世纪城 3室1厅 97平米,20200809,168,17320,3室1厅,32,97,平层,板塔结合,南,2008,精装,钢混结构,两梯四户,有,中楼层
海门区,海兴新村 2室1厅 61平米,20200817,98,16017,2室1厅,6,61,平层,板楼,南,1994,精装,混合结构,一梯两户,无,高楼层
海门区,光明路小区 4室2厅 140平米,20200809,145,10322,4室2厅,6,140,平层,板楼,南,2000,其他,混合结构,一梯两户,暂无数据,高楼层
海门区,江城·逸品 2室2厅 128平米,20200817,200,15625,2室2厅,32,128,平层,板塔结合,南,2015,简装,钢混结构,两梯四户,有,高楼层
海门区,中南世纪雅苑 2室2厅 88.59平米,20200816,167,18806,2室2厅,26,88.59,平层,板楼,南,2013,精装,钢混结构,一梯四户,暂无数据,中楼层
海门区,富江一品花园西区 2室1厅 63平米,20200809,115,18175,2室1厅,6,63,暂无数据,板楼,南,2011,其他,混合结构,一梯十二户,无,中楼层
海门区,通源新村 3室2厅 85平米,20200808,142,16648,3室2厅,7,85,平层,板塔结合,南,1995,精装,混合结构,一梯两户,暂无数据,中楼层
海门区,绿茵港湾 3室2厅 128平米,20200816,150,11665,3室2厅,6,128,平层,板塔结合,南,2010,简装,混合结构,一梯两户,无,高楼层
海门区,长江新村(海门市) 3室2厅 109.22平米,20200808,145,13231,3室2厅,7,109.22,平层,板楼,南,2008,精装,混合结构,一梯两户,无,高楼层
海门区,龙江花园 1室1厅 70平米,20200731,54,7715,1室1厅,6,70,平层,板楼,南,2015,精装,混合结构,一梯两户,无,高楼层
海门区,仁恒公园四季 2室2厅 92平米,20200808,188,20435,2室2厅,26,92,平层,板塔结合,南,2015,其他,钢混结构,两梯四户,有,低楼层
海门区,静海新村 3室1厅 104平米,20200730,168,16154,3室1厅,7,104,平层,塔楼,南,2000,精装,混合结构,四梯两户,有,低楼层
海门区,水清木华园南区 3室2厅 120.94平米,20200808,107,8848,3室2厅,4,120.94,平层,板塔结合,南,2012,其他,未知结构,一梯两户,暂无数据,中楼层
海门区,富江一品花园东区 3室2厅 131平米,20200730,163,12405,3室2厅,6,131,暂无数据,板楼,南,2015,毛坯,钢混结构,一梯两户,无,中楼层
海门区,富民新村(海门市) 3室1厅 109平米,20200807,129,11835,3室1厅,7,109,平层,板塔结合,南,2000,精装,混合结构,一梯两户,无,高楼层
海门区,汇智嘉园 3室2厅 110平米,20200730,169,15291,3室2厅,18,110,平层,板塔结合,南,未知,精装,钢混结构,两梯两户,有,中楼层
海门区,通源新村 3室1厅 95平米,20200730,132,13874,3室1厅,6,95,暂无数据,板塔结合,南,1993,其他,混合结构,一梯四户,暂无数据,高楼层
海门区,盛华豪庭 3室1厅 99平米,20200807,167,16869,3室1厅,21,99,暂无数据,板塔结合,南,2010,其他,钢混结构,两梯四户,有,高楼层
海门区,东风新村 2室1厅 49平米,20200807,117,23776,2室1厅,4,49,平层,板楼,南,2001,其他,混合结构,一梯两户,暂无数据,中楼层
海门区,尚贤新村 2室1厅 92平米,20200730,158,17120,2室1厅,25,92,平层,板塔结合,南,2019,毛坯,钢混结构,两梯四户,有,中楼层
海门区,首开紫宸江湾 1室1厅 61平米,20200807,72,11804,1室1厅,27,61,暂无数据,板塔结合,南,2007,毛坯,钢混结构,三梯六户,有,中楼层
海门区,长江新村(海门市) 2室1厅 53平米,20200729,106,19906,2室1厅,5,53,平层,板楼,南,1996,简装,混合结构,一梯三户,无,中楼层
海门区,民生新村 2室1厅 85平米,20200807,98,11530,2室1厅,7,85,平层,板塔结合,南,未知,精装,钢混结构,一梯一户,无,高楼层
海门区,厂南村 3室2厅 101平米,20200728,60,5941,3室2厅,6,101,平层,板楼,南,2003,简装,钢混结构,一梯一户,暂无数据,高楼层
海门区,绿茵水岸 2室2厅 93平米,20200807,137,14710,2室2厅,6,93,暂无数据,板楼,南,2010,其他,混合结构,一梯两户,暂无数据,高楼层
海门区,中南漫悦湾 4室2厅 152平米,20200728,257,16882,4室2厅,10,152,平层,板楼,南,2019,毛坯,钢混结构,两梯两户,有,低楼层
海门区,解放东路农贸城 2室1厅 38平米,20200807,60,15737,2室1厅,7,38,暂无数据,暂无数据,南,2005,精装,混合结构,一梯两户,暂无数据,高楼层
海门区,欣和家园 2室2厅 105平米,20200728,157,14915,2室2厅,16,105,平层,板楼,南,2013,毛坯,钢混结构,一梯两户,有,中楼层
海门区,大同新村 3室1厅 77.73平米,20200807,129,16571,3室1厅,6,77.73,暂无数据,板楼,南,1999,简装,混合结构,一梯四户,无,中楼层
海门区,首开紫郡 3室2厅 130平米,20200727,150,11539,3室2厅,6,130,平层,板塔结合,南,2007,精装,钢混结构,一梯两户,有,中楼层
海门区,青海新村 3室2厅 134.2平米,20200807,179,13339,3室2厅,6,134.2,平层,板楼,南,2005,精装,混合结构,一梯两户,暂无数据,中楼层
海门区,长江新村(海门市) 3室1厅 72.85平米,20200727,120,16445,3室1厅,6,72.85,平层,板楼,南,1995,精装,钢混结构,一梯两户,无,高楼层
海门区,中南世纪城东区 2室2厅 88平米,20200727,148,16762,2室2厅,18,88,平层,板塔结合,南,2006,精装,钢混结构,两梯三户,有,低楼层
海门区,海门中南世纪城 3室2厅 105平米,20200806,175,16667,3室2厅,28,105,平层,板楼,南,2015,精装,钢混结构,两梯四户,有,低楼层
海门区,首开紫郡 4室2厅 139.13平米,20200727,131,9416,4室2厅,8,139.13,平层,板塔结合,南,2007,毛坯,钢混结构,一梯两户,有,高楼层
海门区,海兴新村 4室2厅 123平米,20200806,120,9716,4室2厅,6,123,平层,板楼,南,2000,精装,混合结构,一梯两户,无,高楼层
海门区,北上海经典广场 2室1厅 93平米,20200727,132,14173,2室1厅,9,93,平层,板楼,南,2005,其他,钢混结构,一梯两户,暂无数据,高楼层
海门区,梨园路 2室1厅 79平米,20200806,87,10988,2室1厅,4,79,平层,塔楼,南,2003,精装,钢混结构,一梯一户,暂无数据,高楼层
海门区,世纪光华苑 3室2厅 137平米,20200727,169,12322,3室2厅,7,137,暂无数据,板楼,南,2003,精装,钢混结构,一梯两户,无,高楼层
海门区,中华园 2室1厅 78平米,20200806,54,6821,2室1厅,7,78,平层,板塔结合,南,2007,精装,钢混结构,一梯六户,暂无数据,高楼层
海门区,绿茵河畔南区 2室2厅 83平米,20200726,124,14880,2室2厅,7,83,平层,暂无数据,南,2007,精装,混合结构,一梯两户,暂无数据,中楼层
海门区,富民新村(海门市) 3室1厅 95平米,20200726,159,16716,3室1厅,7,95,平层,板塔结合,南,2002,其他,钢混结构,一梯两户,无,低楼层
海门区,嘉陵江花苑 2室2厅 102平米,20200806,158,15491,2室2厅,6,102,平层,板塔结合,南,2000,精装,混合结构,一梯两户,无,高楼层
海门区,地纬东洲半岛 3室2厅 134.45平米,20200805,233,17293,3室2厅,25,134.45,平层,板楼,南,2008,毛坯,钢混结构,两梯两户,有,中楼层
海门区,国贸华府 3室2厅 187.26平米,20200726,190,10147,3室2厅,27,187.26,平层,板楼,南,2012,毛坯,钢混结构,两梯两户,有,中楼层
海门区,中南漫悦湾 3室2厅 96.8平米,20200805,174,17955,3室2厅,32,96.8,平层,板楼,南,未知,精装,钢混结构,两梯四户,有,中楼层
海门区,金色维也纳 2室2厅 103平米,20200726,160,15534,2室2厅,18,103,平层,板塔结合,南,2008,精装,钢混结构,一梯两户,有,低楼层
海门区,首开紫宸江湾 3室1厅 87.51平米,20200805,94,10651,3室1厅,27,87.51,平层,板塔结合,南,2018,毛坯,钢混结构,两梯四户,有,低楼层
海门区,金色阳光花苑 3室2厅 148平米,20200726,120,8109,3室2厅,7,148,平层,板楼,南,2012,精装,钢混结构,一梯两户,无,高楼层
海门区,狮山路小区 2室1厅 75.47平米,20200804,125,16563,2室1厅,5,75.47,平层,板楼,南,1999,精装,钢混结构,一梯两户,无,中楼层
海门区,复华文苑 2室2厅 89平米,20200726,87,9686,2室2厅,13,89,暂无数据,暂无数据,南,2013,简装,钢混结构,一梯三户,暂无数据,中楼层
海门区,大同新村 2室1厅 80平米,20200804,133,16563,2室1厅,6,80,平层,板楼,南,1994,精装,混合结构,一梯两户,无,低楼层
海门区,通源新村 3室1厅 120平米,20200726,186,15500,3室1厅,7,120,平层,板塔结合,南,未知,其他,钢混结构,一梯两户,无,中楼层
海门区,中南世纪城西区 2室2厅 90平米,20200804,153,16978,2室2厅,16,90,平层,板塔结合,南,2010,简装,钢混结构,一梯四户,有,高楼层
海门区,绿茵水岸 1室1厅 62平米,20200725,95,15323,1室1厅,7,62,暂无数据,板塔结合,南,未知,毛坯,钢混结构,一梯两户,暂无数据,中楼层
海门区,中南世纪锦城1期 3室2厅 125平米,20200803,225,18000,3室2厅,22,125,平层,板塔结合,南,2011,精装,钢混结构,两梯三户,有,中楼层
海门区,怡和家园 3室2厅 110平米,20200725,185,16819,3室2厅,18,110,平层,暂无数据,南,2018,毛坯,钢混结构,两梯两户,有,高楼层
海门区,狮山新村 2室1厅 56.8平米,20200803,98,17254,2室1厅,3,56.8,平层,暂无数据,南北,2001,精装,混合结构,两梯三户,有,低楼层
海门区,尚贤新村 2室2厅 96平米,20200725,159,16511,2室2厅,18,96,平层,板塔结合,南,2018,其他,钢混结构,两梯四户,有,中楼层
海门区,贵都之星 3室2厅 150.52平米,20200731,243,16131,3室2厅,32,150.52,平层,板塔结合,南,2007,其他,钢混结构,两梯九户,有,低楼层
海门区,复华文苑 2室2厅 86平米,20200725,89,10349,2室2厅,11,86,平层,板楼,南,2018,毛坯,钢混结构,三梯三户,有,中楼层
海门区,金色阳光花苑 3室1厅 125.5平米,20200725,99,7873,3室1厅,5,125.5,暂无数据,暂无数据,南,2009,简装,钢混结构,一梯两户,无,低楼层
海门区,海悦名都 1室1厅 46平米,20200731,38,8261,1室1厅,14,46,暂无数据,板塔结合,东,2005,精装,钢混结构,两梯二十九户,有,低楼层
海门区,仁恒公园四季 3室2厅 105平米,20200725,217,20648,3室2厅,26,105,平层,板塔结合,南,2015,精装,钢混结构,两梯四户,有,中楼层
海门区,通源新村 3室1厅 77平米,20200731,137,17728,3室1厅,6,77,平层,板塔结合,南,1994,其他,混合结构,一梯两户,暂无数据,中楼层
海门区,长江新村(海门市) 3室2厅 139平米,20200731,163,11727,3室2厅,7,139,平层,板楼,南,2000,精装,混合结构,一梯两户,无,低楼层
海门区,浦江南苑 6室2厅 125平米,20200724,158,12640,6室2厅,6,125,复式,板塔结合,南,2018,精装,钢混结构,一梯两户,无,高楼层
海门区,嘉陵江花苑 1室1厅 62平米,20200724,100,16130,1室1厅,6,62,平层,暂无数据,南,2008,精装,混合结构,一梯两户,无,中楼层
海门区,民生新村 3室2厅 144.17平米,20200723,133,9191,3室2厅,6,144.17,平层,板塔结合,南,1996,精装,钢混结构,一梯两户,无,高楼层
海门区,浦民小区 3室2厅 123.02平米,20200723,158,12795,3室2厅,11,123.02,平层,板塔结合,南,2010,毛坯,钢混结构,两梯两户,有,低楼层
海门区,静海新村 3室1厅 87.71平米,20200723,140,15962,3室1厅,6,87.71,平层,塔楼,南,2002,精装,混合结构,一梯两户,无,低楼层
海门区,玖星玺园 2室1厅 87平米,20200723,80,9196,2室1厅,30,87,暂无数据,暂无数据,南,2015,其他,钢混结构,两梯三户,有,低楼层
海门区,欣和家园 3室2厅 147平米,20200722,207,14069,3室2厅,16,147,平层,板楼,南,2016,毛坯,钢混结构,一梯两户,有,中楼层
海门区,港南小区 车位 40平米,20200722,36,9000,车位,1,40,平层,板楼,南,未知,毛坯,钢混结构,暂无数据,暂无数据,低楼层
海门区,通源新村 3室1厅 90平米,20200722,111,12334,3室1厅,6,90,平层,板塔结合,南,1993,简装,钢混结构,一梯两户,无,高楼层
海门区,秀山新村小区 2室1厅 72平米,20200722,124,17167,2室1厅,5,72,平层,板塔结合,南,1993,其他,钢混结构,一梯两户,暂无数据,高楼层
海门区,玖星玺园 2室2厅 92平米,20200722,85,9196,2室2厅,30,92,暂无数据,板楼,南,2011,简装,钢混结构,两梯四户,有,中楼层
海门区,复华文苑 2室2厅 89平米,20200722,92,10293,2室2厅,11,89,平层,板楼,南,未知,其他,钢混结构,一梯三户,暂无数据,中楼层
海门区,张南新村 3室2厅 90平米,20200721,154,17089,3室2厅,6,90,平层,暂无数据,南,2012,精装,未知结构,一梯两户,无,高楼层
海门区,国贸华府 3室1厅 83.21平米,20200721,89,10696,3室1厅,24,83.21,暂无数据,暂无数据,南,2012,简装,未知结构,十梯三户,有,高楼层
海门区,锦尚名苑一期 3室2厅 137平米,20200720,285,20803,3室2厅,15,137,暂无数据,塔楼,南,2016,其他,钢混结构,两梯两户,有,低楼层
海门区,龙馨家园 2室2厅 92.43平米,20200720,208,22504,2室2厅,28,92.43,平层,板塔结合,南北,2006,精装,钢混结构,三梯三户,有,高楼层
海门区,仁恒公园四季 2室2厅 93平米,20200720,200,21506,2室2厅,26,93,平层,板塔结合,南,2017,其他,钢混结构,两梯四户,有,高楼层
海门区,大同新村 2室1厅 70平米,20200720,116,16543,2室1厅,6,70,平层,板楼,南,1998,精装,混合结构,一梯两户,无,高楼层
海门区,中南世纪城西区 1室1厅 50平米,20200720,89,17640,1室1厅,16,50,暂无数据,塔楼,南,2010,精装,钢混结构,一梯四户,有,低楼层
海门区,丰泽园 3室2厅 123平米,20200720,104,8440,3室2厅,17,123,暂无数据,板楼,南,2010,毛坯,钢混结构,两梯三户,有,高楼层
海门区,尚贤新村 2室2厅 97.04平米,20200719,159,16334,2室2厅,18,97.04,平层,板塔结合,南,未知,其他,钢混结构,三梯四户,有,低楼层
海门区,海门中南世纪城 3室2厅 142.18平米,20200718,202,14208,3室2厅,32,142.18,平层,塔楼,南,2008,其他,钢混结构,一梯四户,有,低楼层
海门区,嘉陵江花苑 2室1厅 83平米,20200718,140,16844,2室1厅,6,83,暂无数据,暂无数据,南,2008,其他,钢混结构,一梯两户,无,高楼层
海门区,富江一品花园西区 2室2厅 100.01平米,20200718,126,12599,2室2厅,6,100.01,平层,板楼,南,2011,精装,混合结构,一梯十二户,暂无数据,高楼层
海门区,东风新村 2室1厅 64平米,20200717,106,16485,2室1厅,7,64,暂无数据,板楼,南,1993,简装,钢混结构,一梯两户,暂无数据,高楼层
海门区,金牛花园 2室1厅 64平米,20200715,113,17579,2室1厅,31,64,暂无数据,板塔结合,南,2013,其他,钢混结构,两梯四户,有,中楼层
海门区,丰泽园 3室2厅 113平米,20200714,90,7965,3室2厅,6,113,平层,板塔结合,南,2015,毛坯,钢混结构,一梯两户,无,中楼层
海门区,首开紫宸江湾 3室2厅 87.51平米,20200714,92,10514,3室2厅,27,87.51,平层,板塔结合,南,2017,其他,钢混结构,两梯八户,有,低楼层
海门区,中南锦苑 3室2厅 135平米,20200714,275,20334,3室2厅,20,135,平层,板塔结合,南,2015,精装,钢混结构,一梯三户,有,低楼层
海门区,金色维也纳 3室2厅 153平米,20200713,186,12131,3室2厅,28,153,平层,板塔结合,南,未知,毛坯,钢混结构,一梯两户,有,低楼层
海门区,云起苑·和苑 2室2厅 94平米,20200713,188,20000,2室2厅,32,94,暂无数据,板塔结合,南,2013,精装,钢混结构,两梯三户,有,中楼层
海门区,金色阳光花苑 3室1厅 87.6平米,20200630,70,7957,3室1厅,7,87.6,暂无数据,板塔结合,南,2000,简装,混合结构,一梯两户,无,高楼层
海门区,浦民小区 3室2厅 141平米,20200713,174,12341,3室2厅,11,141,平层,板塔结合,南,2008,毛坯,钢混结构,十六梯两户,有,中楼层
海门区,复三新村 3室1厅 95.02平米,20200629,160,16839,3室1厅,7,95.02,暂无数据,板楼,南,1998,其他,混合结构,一梯两户,无,中楼层
海门区,海门中南世纪城 2室2厅 91平米,20200713,143,15715,2室2厅,29,91,平层,塔楼,南,2010,精装,钢混结构,两梯四户,有,低楼层
海门区,南海新村 2室2厅 90平米,20200628,113,12500,2室2厅,7,90,暂无数据,暂无数据,南,2003,精装,钢混结构,一梯两户,无,高楼层
海门区,工人新村 2室2厅 45平米,20200712,47,10334,2室2厅,4,45,复式,板楼,南,2006,精装,混合结构,一梯四户,暂无数据,高楼层
海门区,大同新村 3室2厅 94平米,20200628,144,15277,3室2厅,6,94,暂无数据,板楼,南,2001,其他,混合结构,一梯两户,无,低楼层
海门区,富江一品花园西区 3室2厅 139平米,20200712,182,13094,3室2厅,18,139,暂无数据,板楼,南,2010,精装,钢混结构,一梯两户,有,高楼层
海门区,富江一品花园西区 3室2厅 138平米,20200628,196,14174,3室2厅,18,138,平层,板楼,南,2012,精装,钢混结构,一梯两户,有,中楼层
海门区,嘉北小区 2室2厅 105平米,20200712,154,14620,2室2厅,11,105,平层,板塔结合,南,2014,毛坯,钢混结构,一梯两户,暂无数据,低楼层
海门区,海南新村 3室2厅 99平米,20200627,122,12324,3室2厅,6,99,平层,板塔结合,南,1996,精装,砖混结构,一梯两户,暂无数据,高楼层
海门区,中南世纪锦城1期 4室2厅 139平米,20200711,274,19677,4室2厅,31,139,平层,板塔结合,南,2013,精装,钢混结构,两梯三户,有,高楼层
海门区,国贸华府 3室2厅 141.6平米,20200627,138,9746,3室2厅,24,141.6,平层,暂无数据,南,2012,毛坯,钢混结构,两梯三户,有,中楼层
海门区,龙馨家园 2室2厅 90平米,20200710,195,21667,2室2厅,32,90,平层,板塔结合,南,2014,精装,钢混结构,两梯四户,有,低楼层
海门区,青海新村 4室2厅 156平米,20200626,172,11013,4室2厅,7,156,平层,板楼,南北,2004,精装,钢混结构,一梯两户,无,高楼层
海门区,财富广场 3室2厅 157平米,20200710,260,16561,3室2厅,33,157,平层,塔楼,南,2013,精装,框架结构,两梯两户,有,高楼层
海门区,腾达花园北区 3室2厅 146.9平米,20200710,165,11233,3室2厅,6,146.9,平层,板楼,南,2001,精装,钢混结构,一梯两户,无,低楼层
海门区,东恒盛国际华府 3室2厅 118平米,20200626,215,18221,3室2厅,32,118,平层,板塔结合,南,2013,毛坯,钢混结构,一梯三户,暂无数据,中楼层
海门区,欣月佳苑 2室1厅 76平米,20200710,128,16843,2室1厅,6,76,平层,板塔结合,南,2015,简装,钢混结构,一梯两户,无,中楼层
海门区,中南世纪城西区 2室2厅 86.8平米,20200626,146,16763,2室2厅,26,86.8,平层,板塔结合,南,2008,精装,钢混结构,一梯四户,有,高楼层
海门区,尚贤新村 2室1厅 92平米,20200626,153,16631,2室1厅,25,92,暂无数据,板塔结合,南,2019,毛坯,钢混结构,两梯四户,有,低楼层
海门区,城北新村 3室2厅 110平米,20200709,124,11228,3室2厅,6,110,平层,板塔结合,南,2003,简装,钢混结构,一梯两户,无,高楼层
海门区,中南世纪城东区 2室1厅 87.36平米,20200625,140,16026,2室1厅,18,87.36,暂无数据,板塔结合,南,2007,毛坯,钢混结构,两梯三户,有,中楼层
海门区,中南漫悦湾 3室2厅 104平米,20200708,170,16347,3室2厅,32,104,平层,板楼,南,2015,精装,钢混结构,十一梯四户,有,中楼层
海门区,静海新村 2室1厅 55平米,20200707,76,13673,2室1厅,6,55,平层,塔楼,东南,1995,简装,钢混结构,一梯两户,暂无数据,高楼层
海门区,复兴新村 2室1厅 58平米,20200625,95,16294,2室1厅,5,58,平层,板塔结合,南,2001,精装,钢混结构,一梯三户,无,高楼层
